0.0,0.0,0.0
0.0,0.0,0.9340642579732913
0.0,0.0,0.9340642579732913
0.0,1.6666666666666667,1.0340642579732904
0.0,1.5,1.1340642579732905
0.0,1.3499999999999999,1.1673975913066243
0.0,0.0,-0.7947147118351425
0.0,0.0,-0.7947147118351425
0.0,0.0,-0.7947147118351425
0.0,0.0,-0.7947147118351425
0.0,0.0,-0.7947147118351425
0.0,0.0,-0.7947147118351425
0.0,0.0,-0.7947147118351425
0.0,0.0,-0.7947147118351425
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,1.611063168496959
0.0,0.0,1.711063168496959
0.0,0.0,1.8110631684969591
0.0,0.0,1.9110631684969588
0.0,0.0,2.0110631684969587
0.0,0.0,2.1110631684969587
0.0,0.0,2.2110631684969584
0.0,0.0,0.14848594254366448
0.0,0.0,0.2984859425436646
0.0,0.0,0.44848594254366475
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,5.511596987157361
0.0,0.0,5.6115969871573625
0.0,0.0,5.711596987157361
0.0,0.0,5.811596987157361
0.0,0.0,5.911596987157362
0.0,0.0,6.011596987157361
0.0,0.0,6.1115969871573625
0.0,0.26286750000000003,5.830758894802457
0.0,0.19158075000000002,5.955758894802457
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,4.065752418910686
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
0.0,0.0,8.926219549656516
